species,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year
Momotus mexicanus,Cabañas Ecologicas Atoyatempan,Puebla,18.781635,-97.91822,09/10/2021 00:00,9,10,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,11/09/2021 00:00,11,9,2021
Momotus lessonii,"Miguel Colorado Desde Casa Campeche, MX (18.785, -90.655)",Campeche,18.7852,-90.65465,02/02/2021 00:00,2,2,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá--Camino a Sibal,Chiapas,16.965174,-91.57656,28/05/2021 00:00,28,5,2021
Momotus mexicanus,"Oaxaca, MX (16.776, -95.057)",Oaxaca,16.775663,-95.057205,29/12/2021 00:00,29,12,2021
Momotus coeruliceps,La Joya (pueblo),Veracruz,19.613264,-97.032196,25/05/2021 00:00,25,5,2021
Momotus mexicanus,"La Mesa-27 may 2021 22:17-16.89, -97.987",Oaxaca,16.889555,-97.9868,24/05/2021 00:00,24,5,2021
Momotus lessonii,PN Palenque,Chiapas,17.486256,-92.04238,03/06/2021 00:00,3,6,2021
Momotus lessonii,"Miguel Colorado Desde Casa Campeche, MX (18.785, -90.655)",Campeche,18.7852,-90.65465,22/06/2021 00:00,22,6,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,22/03/2021 00:00,22,3,2021
Momotus lessonii,Lacanjá Chansayab (pueblo),Chiapas,16.762358,-91.12902,17/03/2021 00:00,17,3,2021
Momotus lessonii,Camino a Ejido Armando Zebadua,Chiapas,16.929926,-93.472,11/02/2021 00:00,11,2,2021
Momotus coeruliceps,Cerro de Tepeapulco,Veracruz,19.41277,-96.78223,28/07/2021 00:00,28,7,2021
Momotus lessonii,"Veracruz, MX (18.562, -95.119)",Veracruz,18.562265,-95.119095,13/03/2021 00:00,13,3,2021
Momotus mexicanus,Parque Ecológico La Campana,Colima,19.270735,-103.72472,19/05/2021 00:00,19,5,2021
Momotus mexicanus,Africam Safari,Puebla,18.938776,-98.134705,28/05/2021 00:00,28,5,2021
Momotus mexicanus,Bosque los Colomos,Jalisco,20.709274,-103.39626,02/06/2021 00:00,2,6,2021
Momotus lessonii,El Ramonal,Yucatán,20.992456,-89.569984,08/06/2021 00:00,8,6,2021
Momotus coeruliceps,Reserva de la Biosfera El Cielo — Gómez Farias-Azteca road,Tamaulipas,23.071451,-99.16402,22/06/2021 00:00,22,6,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,16/05/2021 00:00,16,5,2021
Momotus mexicanus,san pancho house,Nayarit,20.89976,-105.410446,03/01/2021 00:00,3,1,2021
Momotus coeruliceps,Parque Ecológico Chipinque,Nuevo León,25.609253,-100.355515,03/06/2021 00:00,3,6,2021
Momotus mexicanus,"Nepantla (Bosque y cultivos), Estado de México, MX (19.001, -98.849)",México,19.001158,-98.8493,28/06/2021 00:00,28,6,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,10/05/2021 00:00,10,5,2021
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,29/04/2021 00:00,29,4,2021
Momotus mexicanus,Sendero Arroyo Allen Lloyd,Jalisco,20.305494,-103.23904,03/02/2021 00:00,3,2,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,02/02/2021 00:00,2,2,2021
Momotus lessonii,Camino al Panteón Mandinga,Veracruz,19.046585,-96.0676,28/11/2021 00:00,28,11,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,12/12/2021 00:00,12,12,2021
Momotus lessonii,"20 de Noviembre, Campeche, MX (18.45, -89.307)",Campeche,18.45029,-89.30708,04/05/2021 00:00,4,5,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,02/03/2021 00:00,2,3,2021
Momotus mexicanus,Morelos - Xochicalco pueblo-ruinas,Morelos,18.792908,-99.29679,30/08/2021 00:00,30,8,2021
Momotus lessonii,Parque Ecológico Norte (Del Café),Chiapas,14.95075,-92.253044,15/12/2021 00:00,15,12,2021
Momotus coeruliceps,"Progreso, Atz. Verecruz",Veracruz,19.878393,-97.12955,28/11/2021 00:00,28,11,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,07/12/2021 00:00,7,12,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,09/10/2021 00:00,9,10,2021
Momotus lessonii,PN Cañón del Sumidero,Chiapas,16.833544,-93.068535,08/05/2021 00:00,8,5,2021
Momotus lessonii,"Miguel Colorado Desde Casa Campeche, MX (18.785, -90.655)",Campeche,18.7852,-90.65465,09/06/2021 00:00,9,6,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Camino Ruiz Cortines-Miguel Hidalgo,Veracruz,18.539705,-95.141716,15/05/2021 00:00,15,5,2021
Momotus mexicanus,Terracería La Palma-Tecuitata,Nayarit,21.475275,-105.1595,12/08/2021 00:00,12,8,2021
Momotus lessonii,"Komchen selva, Merida",Yucatán,21.092377,-89.66511,27/04/2021 00:00,27,4,2021
Momotus mexicanus,"52416, Tenancingo MX-Edomex 19.00461, -99.57870",México,19.004606,-99.578705,07/04/2021 00:00,7,4,2021
Momotus mexicanus,Club De Golf Acapulco,Guerrero,16.855793,-99.85645,13/09/2021 00:00,13,9,2021
Momotus lessonii,"Calle 231, Yucatán, MX (20.872, -89.637)",Yucatán,20.872198,-89.63699,19/06/2021 00:00,19,6,2021
Momotus mexicanus,Reserva Ecológica Sierra de San Juan--El Cuarenteño,Nayarit,21.476597,-104.99996,17/08/2021 00:00,17,8,2021
Momotus lessonii,"29952, Ocosingo MX-CHIS 17.02160, -91.59910",Chiapas,17.021603,-91.5991,16/07/2021 00:00,16,7,2021
Momotus mexicanus,Cristo de Taxco,Guerrero,18.56085,-99.609825,07/08/2021 00:00,7,8,2021
Momotus mexicanus,Zona Arqueológica Iglesia Vieja,Chiapas,16.130249,-93.74587,05/09/2021 00:00,5,9,2021
Momotus mexicanus,"846 Mártires de Chicago, Oaxaca, MX (16.577, -94.774)",Oaxaca,16.577488,-94.774345,18/04/2021 00:00,18,4,2021
Momotus mexicanus,Estanque de San Blas,Nayarit,21.534595,-105.28039,12/06/2021 00:00,12,6,2021
Momotus mexicanus,Ruta de campos y lagunas Matanchen,Nayarit,21.513226,-105.20302,07/05/2021 00:00,7,5,2021
Momotus mexicanus,Jardín Botánico Vallarta,Jalisco,20.465395,-105.29258,04/01/2021 00:00,4,1,2021
Momotus mexicanus,"Ciudad Universitaria Campus Sur, Chilpancingo",Guerrero,17.536968,-99.49487,12/02/2021 00:00,12,2,2021
Momotus mexicanus,"4 Baja California, Tres de Mayo, Morelos, MX (18.87, -99.202)",Morelos,18.870325,-99.202194,24/07/2021 00:00,24,7,2021
Momotus mexicanus,Quarry S Jabba’s Canyon,Oaxaca,16.599087,-94.845314,25/07/2021 00:00,25,7,2021
Momotus lessonii,"Sanahcat, Yucatán, MX (20.774, -89.205)",Yucatán,20.774155,-89.20549,13/05/2021 00:00,13,5,2021
Momotus lessonii,Humedal de Chemblás,Campeche,19.921139,-90.36149,16/06/2021 00:00,16,6,2021
Momotus mexicanus,Rio Pitillal--Puerto Vallarta,Jalisco,20.64933,-105.22851,24/10/2021 00:00,24,10,2021
Momotus mexicanus,Café Pluma “Oro del Sur”,Oaxaca,15.936053,-96.41923,20/01/2021 00:00,20,1,2021
Momotus mexicanus,La Garita,Oaxaca,15.935073,-96.412895,12/07/2021 00:00,12,7,2021
Momotus lessonii,Chicana Ecovillage Resort 18.5179x-89.4852,Campeche,18.517935,-89.48515,08/06/2021 00:00,8,6,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,05/11/2021 00:00,5,11,2021
Momotus mexicanus,"Cerrito, El Grullo, Jalisco, MX (19.814, -104.212)",Jalisco,19.817553,-104.20227,16/05/2021 00:00,16,5,2021
Momotus mexicanus,"Unnamed Road, El Espinal, Chiapas, MX (16.063, -92.819)",Chiapas,16.06328,-92.81917,04/03/2021 00:00,4,3,2021
Momotus lessonii,"Xplor - Carretera Cancún - Tulum, Chacalal, Quintana Roo, MX",Quintana Roo,20.59135,-87.12538,16/03/2021 00:00,16,3,2021
Momotus mexicanus,Camino Real--La Bajada a Jalcocotán,Nayarit,21.507978,-105.145836,07/05/2021 00:00,7,5,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,11/05/2021 00:00,11,5,2021
Momotus mexicanus,Reserva Ecológica Sierra de San Juan--Sendero Tepic a La Batea,Nayarit,21.504225,-104.92804,23/12/2020 00:00,23,12,2020
Momotus lessonii,Centro Recreativo El Corazón de Metlac,Veracruz,18.904434,-97.01205,23/10/2021 00:00,23,10,2021
Momotus mexicanus,"Auto selected 20.69524, -105.16119",Jalisco,20.695242,-105.161194,01/06/2021 00:00,1,6,2021
Momotus lessonii,"El Portillo, Chiapas, MX (15.796, -92.924)",Chiapas,15.796021,-92.92421,06/05/2021 00:00,6,5,2021
Momotus mexicanus,Universidad Autónoma del Estado de Morelos,Morelos,18.982212,-99.2374,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Parque Botánico Hagia Sofia,Oaxaca,15.851725,-96.363,06/02/2021 00:00,6,2,2021
Momotus lessonii,"Perla de San Martín Norte 1, Veracruz, MX.",Veracruz,18.559792,-95.1244,13/03/2021 00:00,13,3,2021
Momotus coeruliceps,"Loma Escondida 65 Pitaya Coatepec, Veracruz, MX (19.507, -96.96)",Veracruz,19.50745,-96.959915,17/01/2021 00:00,17,1,2021
Momotus mexicanus,"Carretera Independencia - Buenos Aires, La Concordia MX-CHIS 16.08287, -92.83597",Chiapas,16.082865,-92.83597,04/03/2021 00:00,4,3,2021
Momotus mexicanus,PN Huatulco--Sendero Sicaruu/Laguna el Zanate,Oaxaca,15.731904,-96.15973,10/11/2021 00:00,10,11,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,25/08/2021 00:00,25,8,2021
Momotus lessonii,"Chiapas, MX (15.82, -93.072)",Chiapas,15.819558,-93.0724,17/07/2021 00:00,17,7,2021
Momotus mexicanus,"107 Domingo Pérez, Autlán de Navarro, Jalisco, MX (19.772, -104.379)",Jalisco,19.77203,-104.379425,22/01/2021 00:00,22,1,2021
Momotus lessonii,Camino a La Aguada,Veracruz,19.042051,-96.03144,08/05/2021 00:00,8,5,2021
Momotus lessonii,Kíichpam K'áax – Selva Bonita,Quintana Roo,19.497042,-88.59361,27/12/2021 00:00,27,12,2021
Momotus mexicanus,Carretera190/Oaxaca-Tehuantepec--Km 75-80,Oaxaca,16.66744,-96.27148,09/07/2021 00:00,9,7,2021
Momotus coeruliceps,"Parque Ecológico Chipinque, San Pedro Garza García MX-NL 25.61592, -100.35621",Nuevo León,25.615921,-100.35621,24/02/2021 00:00,24,2,2021
Momotus mexicanus,Ojo de Agua Tolistoque,Oaxaca,16.586164,-94.87366,27/02/2021 00:00,27,2,2021
Momotus mexicanus,Los Picachos,Colima,19.30732,-103.842476,25/02/2021 00:00,25,2,2021
Momotus lessonii,Santa Clara(Pueblo),Yucatán,21.271599,-87.61736,25/09/2021 00:00,25,9,2021
Momotus lessonii,"Auto selected 16.15928, -90.90179",Chiapas,16.15928,-90.901794,21/02/2021 00:00,21,2,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,30/05/2021 00:00,30,5,2021
Momotus mexicanus,"San Miguel, Berriozábal, Chiapas. Mex.",Chiapas,16.803564,-93.259766,06/01/2021 00:00,6,1,2021
Momotus lessonii,"Quintana Roo Puerto Morelos - Leona Vicario, Quintana Roo, MX (20.856, -86.982)",Quintana Roo,20.855764,-86.98231,03/03/2021 00:00,3,3,2021
Momotus mexicanus,Jardín Botánico Vallarta,Jalisco,20.465395,-105.29258,14/08/2021 00:00,14,8,2021
Momotus mexicanus,Camino a Plum Hid 15.8823x-96.4032,Oaxaca,15.882259,-96.403206,12/08/2021 00:00,12,8,2021
Momotus lessonii,Monumento Natural Yaxchilán,Chiapas,16.8802,-90.97306,06/05/2021 00:00,6,5,2021
Momotus lessonii,Camino a Las Barrancas--Km 0-5,Veracruz,18.941849,-95.97892,02/05/2021 00:00,2,5,2021
Momotus mexicanus,"Carretera a Mazatepec, Miacatlán MX-MOR 18.74541, -99.33860",Morelos,18.745413,-99.3386,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,30/05/2021 00:00,30,5,2021
Momotus mexicanus,Diana Natura,Jalisco,20.727108,-103.519806,14/02/2021 00:00,14,2,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,16/04/2021 00:00,16,4,2021
Momotus mexicanus,Estanque de San Blas,Nayarit,21.534595,-105.28039,29/03/2021 00:00,29,3,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,08/02/2021 00:00,8,2,2021
Momotus mexicanus,Arroyo Aduana--Encima de Aduana,Sonora,27.025259,-109.01485,13/10/2021 00:00,13,10,2021
Momotus lessonii,"Señor, Chanchén, Quintana Roo, MX (19.839, -88.106)",Quintana Roo,19.838839,-88.106415,21/05/2021 00:00,21,5,2021
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,02/12/2021 00:00,2,12,2021
Momotus coeruliceps,Cerro de Tepeapulco,Veracruz,19.41277,-96.78223,27/02/2021 00:00,27,2,2021
Momotus mexicanus,"Predio Salchi, Oaxaca, MX (15.699, -96.352)",Oaxaca,15.699202,-96.352455,19/02/2021 00:00,19,2,2021
Momotus coeruliceps,"Camino corto a Alta Cima, Alta Cima, Tamaulipas, MX (23.066, -99.169)",Tamaulipas,23.06639,-99.169106,08/05/2021 00:00,8,5,2021
Momotus lessonii,Zona Arqueológica Muyil (Chunyaxché),Quintana Roo,20.078562,-87.6111,09/10/2021 00:00,9,10,2021
Momotus lessonii,Sendero Cerca a Labná,Yucatán,20.176886,-89.57648,16/01/2021 00:00,16,1,2021
Momotus mexicanus,"28 Paseo de las Ceibas, Pinar de la Venta, Jalisco, MX (20.718, -103.527)",Jalisco,20.718262,-103.527,08/05/2021 00:00,8,5,2021
Momotus mexicanus,"Nepantla (Bosque y cultivos), Estado de México, MX (19.001, -98.849)",México,19.001158,-98.8493,28/06/2021 00:00,28,6,2021
Momotus mexicanus,"615-613 Cedro, Jalisco, MX (20.563, -105.24)",Jalisco,20.562546,-105.240074,21/04/2021 00:00,21,4,2021
Momotus lessonii,"Reserva Toh - Plantación de madera dura (incluye vía de acceso al poniente), Se requiere permiso",Quintana Roo,20.866385,-87.0871,03/11/2021 00:00,3,11,2021
Momotus mexicanus,PN Huatulco--Sendero Cruz del Monte,Oaxaca,15.755188,-96.15261,21/01/2021 00:00,21,1,2021
Momotus lessonii,Camino a Miguel Aguilar,Veracruz,18.928738,-96.8842,09/10/2021 00:00,9,10,2021
Momotus coeruliceps,Sótano de Las Huahuas,San Luis Potosí,21.531204,-99.03387,17/11/2021 00:00,17,11,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,07/04/2021 00:00,7,4,2021
Momotus coeruliceps,MX-TAM-Gomez Farias (La Bocatoma),Tamaulipas,22.981556,-99.14685,08/06/2021 00:00,8,6,2021
Momotus lessonii,"Triangulo Austral, Veracruz, MX (19.03, -96.028)",Veracruz,19.029943,-96.02819,08/05/2021 00:00,8,5,2021
Momotus mexicanus,"Guerrero, MX (17.576, -98.594)",Guerrero,17.576416,-98.593735,11/09/2021 00:00,11,9,2021
Momotus mexicanus,"Parque Nacional Cañón del Sumidero, Tuxtla Gutiérrez MX-CHIS 16.79309, -93.07799",Chiapas,16.79309,-93.077995,19/03/2021 00:00,19,3,2021
Momotus mexicanus,FEPO search 5Jun2021 stop 1,Jalisco,20.003773,-105.150826,05/06/2021 00:00,5,6,2021
Momotus lessonii,Canto de La Selva Luxury Lodge,Chiapas,16.208689,-90.90192,01/11/2021 00:00,1,11,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,16/02/2021 00:00,16,2,2021
Momotus coeruliceps,Parque Urbano Luis Donaldo Colosio,San Luis Potosí,21.987034,-99.020546,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Reserva Ecológica UAS El Mineral de Nuestra Señora de La Candelaria,Sinaloa,24.403305,-106.61083,27/03/2021 00:00,27,3,2021
Momotus lessonii,"Don Adrián, Miguel Colorado - 5 de Febrero, Campeche, MX (18.814, -90.648)",Campeche,18.81372,-90.647545,17/02/2021 00:00,17,2,2021
Momotus lessonii," Tekik de Regil, Yucatán, MX ",Yucatán,20.812597,-89.56193,14/08/2021 00:00,14,8,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,05/07/2021 00:00,5,7,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,18/12/2021 00:00,18,12,2021
Momotus mexicanus,"Paseo del Palomar, Palomar, Jalisco, MX (20.592, -103.476)",Jalisco,20.592207,-103.47578,17/02/2021 00:00,17,2,2021
Momotus lessonii,Jardín Botánico Regional Roger Orellana,Yucatán,21.029064,-89.639114,26/02/2021 00:00,26,2,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,11/03/2021 00:00,11,3,2021
Momotus lessonii,APFF CHAN-KIN -- CHINCHILLA,Chiapas,16.741856,-90.750725,17/05/2021 00:00,17,5,2021
Momotus lessonii,"Línea De Transmisión_Ver. MX (18.662, -96.979)",Veracruz,18.662216,-96.979034,27/06/2021 00:00,27,6,2021
Momotus lessonii,Cenotes,Yucatán,20.727804,-89.25531,13/11/2021 00:00,13,11,2021
Momotus lessonii,"Oaxaca, MX (18.006, -96.244)",Oaxaca,18.006186,-96.24362,06/12/2021 00:00,6,12,2021
Momotus mexicanus,Tropical Forest,Jalisco,20.771523,-105.14851,01/08/2021 00:00,1,8,2021
Momotus lessonii,Sendero de Xocen,Yucatán,20.598595,-88.149605,09/04/2021 00:00,9,4,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,04/02/2021 00:00,4,2,2021
Momotus mexicanus,Isla de La Roqueta,Guerrero,16.821959,-99.90825,30/08/2021 00:00,30,8,2021
Momotus mexicanus,Parque Ecológico La Campana,Colima,19.270735,-103.72472,23/10/2021 00:00,23,10,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,05/07/2021 00:00,5,7,2021
Momotus mexicanus,"Auto selected 20.35544, -105.26127",Jalisco,20.355438,-105.26127,07/04/2021 00:00,7,4,2021
Momotus mexicanus,Dany's House,Morelos,18.869516,-99.20218,24/01/2021 00:00,24,1,2021
Momotus coeruliceps,ANP Clavijero (norte Inecol),Veracruz,19.513805,-96.94621,15/01/2021 00:00,15,1,2021
Momotus mexicanus,Carretera Libre a Arriaga--Mirador,Chiapas,16.34551,-93.86787,26/10/2021 00:00,26,10,2021
Momotus mexicanus,PN Cañón del Sumidero--Sendero Momotus,Chiapas,16.805342,-93.09064,17/05/2021 00:00,17,5,2021
Momotus lessonii,Carretera a Antón Lizardo,Veracruz,19.043205,-95.98598,17/07/2021 00:00,17,7,2021
Momotus coeruliceps,"La Palma, Tepatlaxco Veracruz, MX (19.028, -96.823)",Veracruz,19.028372,-96.82346,17/07/2021 00:00,17,7,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,30/04/2021 00:00,30,4,2021
Momotus lessonii,Chunyaxché (Pueblo),Quintana Roo,20.0774,-87.6147,14/05/2021 00:00,14,5,2021
Momotus lessonii,Central Vallarta (pueblo),Quintana Roo,20.863083,-87.04727,21/10/2021 00:00,21,10,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,11/07/2021 00:00,11,7,2021
Momotus mexicanus,Parque Ecologico Rufino Tamayo,Oaxaca,15.769275,-96.13564,27/07/2021 00:00,27,7,2021
Momotus lessonii,"Cenote Hool Kosom Yucatán, MX (20.743, -89.251)",Yucatán,20.742588,-89.25142,30/12/2021 00:00,30,12,2021
Momotus mexicanus,"La Patrona Road, Nayarit, MX (20.904, -105.402)",Nayarit,20.90407,-105.40225,02/11/2021 00:00,2,11,2021
Momotus mexicanus,"Camino San Miguel, Berriozábal",Chiapas,16.812008,-93.256584,08/05/2021 00:00,8,5,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,08/05/2021 00:00,8,5,2021
Momotus mexicanus,"Camino al Río Hormiga , MX (18.821, -99.297)",Morelos,18.820547,-99.29661,01/03/2021 00:00,1,3,2021
Momotus lessonii,Sendero Tzucmuc-Chankom,Yucatán,20.58654,-88.4676,19/05/2021 00:00,19,5,2021
Momotus mexicanus,Río Espíritu Santo--Santo Domingo Ingenio,Oaxaca,16.590261,-94.775505,08/05/2021 00:00,8,5,2021
Momotus lessonii," Tekik de Regil, Yucatán, MX ",Yucatán,20.812449,-89.561935,22/06/2021 00:00,22,6,2021
Momotus lessonii,Reserva de la Biosfera El Triunfo--Jaltenango a Finca Prusia,Chiapas,15.797092,-92.803085,05/03/2021 00:00,5,3,2021
Momotus lessonii,Guarida Tonina,Chiapas,16.901752,-92.0132,05/04/2021 00:00,5,4,2021
Momotus mexicanus,"2479 Boulevard Francisco Medina Ascencio, Puerto Vallarta, Jalisco, MX (20.646, -105.238)",Jalisco,20.646114,-105.23753,23/01/2021 00:00,23,1,2021
Momotus lessonii,"Quintana Roo, MX (20.864, -87.077)",Quintana Roo,20.863922,-87.07689,25/04/2021 00:00,25,4,2021
Momotus mexicanus,Camino La Bascula,Jalisco,20.36063,-105.286865,21/02/2021 00:00,21,2,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,20/02/2021 00:00,20,2,2021
Momotus mexicanus,Camino de La Iguana,Oaxaca,15.660608,-96.50461,07/05/2021 00:00,7,5,2021
Momotus lessonii,"Cuxtal, Zona de amortiguamiento (20.872, -89.637)",Yucatán,20.872,-89.637,19/06/2021 00:00,19,6,2021
Momotus lessonii,Jardín Botánico Regional Roger Orellana,Yucatán,21.029064,-89.639114,28/10/2021 00:00,28,10,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,06/07/2021 00:00,6,7,2021
Momotus mexicanus,"Ojo de Agua, Tepoztlán, Morelos, MX (19.005, -99.067)",Morelos,19.005318,-99.06727,13/04/2021 00:00,13,4,2021
Momotus mexicanus,Arroyo Los Izotes (acceso restringido),Nayarit,20.907583,-105.39715,07/11/2021 00:00,7,11,2021
Momotus mexicanus,Playa Yelapa,Jalisco,20.489738,-105.443344,01/02/2021 00:00,1,2,2021
Momotus lessonii,"Unnamed Road, Yucatán, MX (20.833, -89.601)",Yucatán,20.833405,-89.60117,30/06/2021 00:00,30,6,2021
Momotus coeruliceps,Parque Ecológico Cerro de Macuiltépetl,Veracruz,19.54768,-96.920135,04/08/2021 00:00,4,8,2021
Momotus coeruliceps,Plan de Guinea,Puebla,20.039442,-97.307755,17/07/2021 00:00,17,7,2021
Momotus lessonii,Reserva Natural Amazili,Yucatán,20.590605,-88.447525,02/07/2021 00:00,2,7,2021
Momotus lessonii,S Lorenzo,Yucatán,20.666578,-88.4104,23/05/2021 00:00,23,5,2021
Momotus lessonii,"Dzoyaxche, Yucatán, MX (20.786, -89.591)",Yucatán,20.78717,-89.589195,17/04/2021 00:00,17,4,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,30/06/2021 00:00,30,6,2021
Momotus lessonii,Camino del Ejido Juárez (desvío km 21 +600 carretera Tuxtla-Chicoasén),Chiapas,16.910177,-93.179214,11/04/2021 00:00,11,4,2021
Momotus lessonii,"Auto selected 20.89021, -87.07947",Quintana Roo,20.890207,-87.07947,08/05/2021 00:00,8,5,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,04/02/2021 00:00,4,2,2021
Momotus lessonii,"Desviación Mata de Uva-El Zapote, Veracruz, MX (19.032, -95.985)",Veracruz,19.03192,-95.98503,28/05/2021 00:00,28,5,2021
Momotus lessonii,"Espita, Yucatán",Yucatán,21.008982,-88.30844,31/07/2021 00:00,31,7,2021
Momotus lessonii,Reserva de la Biosfera Los Tuxtlas--Camino Ruiz Cortines-Miguel Hidalgo,Veracruz,18.539705,-95.141716,15/05/2021 00:00,15,5,2021
